Title,Review,Cons_rating,Cloth_class,Materials,Construction,Color,Finishing,Durability
Perfect!,"My only complaint is that there is no lining. it also came very wrinkly and i need to figure out how to steam it.

however the fit is perfect (tts) and it is so very flattering!",5,Outerwear,,,,,
Worth it for me,"I rarely write reviews on here, but this coat deserves a mention.

i have wanted a trench coat for a long time, but my build and coloring are not flattered by the traditional beige/khaki coat or cut. i leapt when i saw this one and immediately ran to my local store to try it on.

it is not *really* a rain coat, but more like a charming layer in the style of a coat. it's lightweight, soft fabric that swings really well - but also gets slightly wrinkly. the color is lovely and the buttons are",4,Outerwear,,,,,
Gorgeous and timeless trench!,"First of all, i'm not a ""navy"" person at all. i much prefer black or other bright colors. i received an e'mail showing this trench last saturday and i pulled it up online and noticed how darling it looked. i didn't order it, but i went back the following day to check it out again. it was nowhere on the website. then a few days ago, back it popped up online again. i noticed it wasn't in my local store so i thought i'd go in and look this weekend. i just had to see it. i actually made it to the st",5,Outerwear,,,,,
Multi-functional piece,"Saw this on the retailer emails as a cover and knew i had to try it on. went into the store following day and tried it. to my delight the tencel fabric is light enough for southern california weather and can be worn as a trench coat over skinny jeans, leggings or dresses or act as a dress in itself! love the navy color as it is has more of a washed looked and not too bold. what attracted me to this piece in the first place was the ruffled bottom and the rounded flaps on the back that is different",5,Outerwear,,,,,
Lots of pros; one small frustration,"I'm tall with long legs, long arms, and a small chest, and the medium fits me almost perfectly. i love the long sleeves (sleeve length is always a challenge for me) and how the coat accommodates my broad shoulders. my only problem is that the belt wraps around my lower ribs and looks odd. if i can get the belt loops lowered 1.5-2 inches, it will be perfect. if i can't, i'll return it because the coat looks much better with the belt tied if it's buttoned up. one small point: the coat arrived incr",4,Outerwear,,,,,
"My ""go-to"" sweater","This sweet little number in the mustard yellow has become my fall and winter ""go-to"" sweater. so easy to wear, understated and a bit retro. looks great tucked into skirts or high-waisted jeans, or out, and the subtle shift in textures is a nice detail. highly recommend, and a great price point!",5,Fine gauge,,,,,
Not for busty gals,"I'm usually a 12, or size l in retailer and when i tried this on, buttoning it up from the bottom, i was so excited...until i reached the chest. it was way too tight in the bust and i am not that big in that area - it was painfully tight on my 38d chest. it's also unlined, which makes it not very useful for anything other than the warmest times of year. it's a shame because the skirt is swishy, and a good length - many trenches are too short, or not wide enough on the bottom for a fuller figure. i",3,Outerwear,,,,,
,"Nice material, hits high waisted, mine was a return that was not repacked and was just balled in the bag and was so wrinkled that even if it looked good, you couldn't tell. very disappointed to have it arrive in that condition-so not typical of retailer.",3,Dresses,,,,,
Beautiful but odd sizing,"I agree with other reviewers. it is beautiful but too tight around the chest. i am usually an xsmall and the xsmall was tight in the chest. i bought the small and it was still uncomfortable. sadly i had to return it. i am 5'4"", 134 lbs and a 34c, by no means i am considered big chested so this is highly unusual.",2,Outerwear,,,,,
Wonderful coat,"I love this coat. it's everything i've been looking for in a trench: navy blue, cut for dresses, with a vintage flair. and the medium fits like a glove (i'm a size 8). all that being said, be forewarned that this coat in unlined, so it won't be that warm a layer. the seams are covered in a bright turquoise bias tape so it doesn't seem especially unfinished. still worth the price on sale.",4,Outerwear,,,,,
"Cute, but too boxy","This shirt is adorable, love the lace detail on the sides, but way too boxy for me. it's a great lighter weight for spring, but it doesn't feel flimsy. sadly, there isn't any shape to help make this flattering. it will be returned.",3,Knits,,,,,
Shorts aren't what they were,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,2,Shorts,,,,,
Fabulous feminine trench!,"The skirt on this trench has tons of fabric. it goes on and on, and drapes and twirls beautifully. as a trench, it fits well and does the trick. i believe the skirt is heavy enough not to blow around too much, but i haven't been out in extremely strong winds yet. it fits true to size, at the knee (i'm 5'5""). i sized up because i assumed i would be layering it over clothes. my regular size fit fine over a lightweight cardigan.",5,Outerwear,,,,,
Just as expected.,"The green is vibrant and beautiful, and the sweater is very soft.",5,Fine gauge,,,,,
Classically contemporary,"Love this skirt! i enjoy being trendy, but i love the retro vibe. can be dressed up, or worn to work.",5,Skirts,,,,,
Horrible quality,"I love maeve dresses and have always gotten a lot of wear out of them while still looking great. this dress does not meet those standards. on the 2nd wear of this dress the zipper completely broke. i had to take it to a dry cleaner to get replaced at a pricey cost for a pricey dress, i'm dissapointed.",2,Dresses,0,0,0,0,1
Jolly arms =/= jolly jacket,"I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust, and i did an arm wiggle that made the arms too tight near where they met my body. no problem, medium it is.",3,Outerwear,,,,,
Beautiful!,"Very pretty skirt, makes me feel very feminine and makes my waist look smaller than it is.",5,Skirts,,,,,
Worth the price,This coat is absolutely beautiful. the fabric is soft and almost silky and the style is timeless. i ordered an xs and it fits true to size and has excellent quality.,5,Outerwear,,,,,
Disappointed,"I love maeve dresses but there are several issues with this one (for my taste). 1) the fabric and color closely resembles my medical scrubs, 2) the zipper is cheap and barely goes up or down, even when it's just on the hanger. 3) the bow is really cute but doesn't make up for the other shortcomings.",3,Dresses,,,,,
S petite is oversized,"I usually wear a s petite so that's what i initially got in this. i'm 5'2"", 32c-27-36. the shoulders were about an inch too wide on either side, the sides along the top had tons of extra fabric (almost like batwings or a dolman cut) and the waist was at least 6"" too big! i'm re-ordering in petite xs and hoping for the best, because this is a gorgeous coat.",5,Outerwear,,,,,
Fun sweater,"This sweater is flattering, fun, and practical. i wear to work and out at night to dressier functions. i bought both the green and black. both are cute on and super soft.",5,Fine gauge,,,,,
Love these jeans!,"After being tentative to splurge on skinny jeans (i've always been a small flare jean-girl), i am thrilled to say i love these jeans. the rise is perfect in that it ""holds in"" anything you want ""held in"" and makes a slim shirt look even better. i have worn them with booties and regular boots alike and have no complaints. i was unsure of the jean's claim to not stretch out but have been pleasantly surprised at how they have kept their shape...even after sitting for many hours at a time. wash cold",5,Jeans,,,,,
"Cute, swingy skirted trench coat","I'm 5'1, 100lb and tried on pxs, ps and xs. the portions on the petite are perfect for petite sizes however if you are a d cup, keep in mind that you cannot wear anything thick underneath it if you go with the fitted size. the sleeves are pretty slim in the petite xs too. i'm keeping the pxs skirted trench because it looks like a dress from the fifties (fitted and flared) and looks so cute unbuttoned (like on the model). also, unlike some trenches there are minimum details (like epaulets, contra",4,Outerwear,,,,,
Perfect trench,"Can't say enough about the style of this trench, the material is soft and the shape is amazing for all body types. the color is great and there's some pretty aqua colored piping in the inside of the coat.

the sizing is a little hmmm. i ordered a large. i'm usually a 12 on top or a large, mostly to accommodate a larger chest (ddd i think). proportion wise i'm more a medium through the shoulders and in length, so sometimes i can size down to a medium or large petite depending on the shape.

with",5,Outerwear,,,,,
Runs small!,"Wow, this runs small! i'm thinking the accidentally sent me an xxs?!?",3,Outerwear,,,,,
,,5,Skirts,,,,,
Love these,"I've been buying and returning several denim shorts lately searching for the right pair. these are fantastic. they are so so soft and comfy. i'd say they run slightly big but not to the point where i needed to size down like i do with the hyphen chinos. love that they are not so short but not too long either and can be adjusted by how you roll them. these are a nice medium wash and i am 5'5"" 110 lbs and went w my normal size 26. seems like they may stretch out a little but that's ok bc then they",5,Shorts,,,,,
Classic and elegant,"I purchased this online without seeing in person and was pleasantly surprised. i have purchased clothing made from netting with embroidered damask design in the past and found them to be stiff and scratchy, however, this is soft with some stretch that makes it very comfortable to wear. the fit in person is more form fitting than pictured and is quite flattering. another nice design element is while the shell appears to be see through, there is a built in strapless nude cami attached inside. over",4,Knits,,,,,
Beautiful skirt!,I am very pleased with this skirt! you can tell it is very well made and is just beautiful! very true to size!,5,Skirts,,,,,
Terrible zipper!,This product has a terrible zipper that ultimately caused me to return the dress. it's pretty bad when it won't even zip up on the hanger. such a beautiful dress; it broke my heart!,1,Dresses,0,0,0,0,1
Non-stuffy trench,"This trench coat solves my eternal problem with trench coats - which is that when i see one on a model in an ad they look effortless and casual, but then when i try one on it looks rigid and stuffy somehow. this trench coat drapes beautifully. that said, it's not the same kind of fabric as a traditional trench coat so it probably isn't water resistant. i'm fine with that, it looks amazing.",5,Outerwear,,,,,
Flirty trench!,So happy this came back into stock! beautiful trench! love the flared skirt. the coat is perfect for the warming weather here on the east coast. it adds elegance and sophistication to any outfit. a must!,5,Outerwear,,,,,
Cute but not worth the cost,"It's a perfectly cute simple summer dress, but the only reason i'm even considering keeping it is because it was a gift. the material is fine but for this price, i expect something more exciting than what is, really, just a modified t-shirt dress. at least more exciting colors or a print or something. the top piece is 2 full layers which could get warm in the summer, and the ribbing is tight enough that you have to wear a bra even if you're small-chested (i'm a 32b and super thin and still neede",3,Dresses,,,,,
Simple and classic,"As you can see from all the reviews, this dress is such a classic piece. my two cents below:
____________
pros:
- fits tts. i'm either a 10 or 12 in most clothes and bought the l and it fit really well on my 5'9. 36c bust and hourglass frame. it wasn't boxy at all and still left enough for movement and still held a nice shape to my frame without being clingy.
- fabric is soft. it does seem a tad fuzzy, so just be careful what you wear. but the material overall is nice. i'm not sure how thick",4,Dresses,,,,,
Cute & simple,"Tried it on in store and found it cute and comfortable, it might run a little big since i was expecting to fit into small but found the xs fit and looked better. i will consider when on sale. i felt that it was way over priced.however if money is no issue i would buy it.",4,Dresses,,,,,
Discrepency between regular and petite,"So a bit of a bone to pick with retailer. i am normally a petite xs (32b chest). however the petite sizing was not available online so i ordered a regular xs thinking i could always have it altered. i could barely button across the chest. huh?! when i went to return it at the store, i noticed they had xs petite on the rack so decided to try it. it fits perfect - like how it should! i can button fine across the chest and there is a little extra room.

i have no idea why the sizing is so off between",4,Outerwear,,,,,
"Beautiful design, poor execution","I knew i needed to buy this trench from the moment i saw it on my computer screen, but something prompted me to stop by my local retailer and try it on first. thank goodness for that.

at first glance, i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy, single layer of unlined, unstructured fabric, to the thin strip of fabric serving as a belt, i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim",1,Outerwear,,,,,
,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,3,Outerwear,,,,,
,"Cute skirt! i bought it to go with boots (tall and short) and looks great. if you pair it with the right top, it reminds me of the funky eclectic retailer look that this retailer is famous for! i usually wear a size 2 or 4 and i went with the 2 because it didn't hang so low. but that's just me.",5,Skirts,,,,,
"This coat is good quality, runs small","It is a beautiful coat, runs small. arms feel tight, i am typically xs, i can't even button it up. bottom is skirted, and falls beautifully. it is light weight coat, not really fit for cold weather.",3,Outerwear,,,,,
Hand wash?,"Darling jacket/coat, similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one, but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.",2,Outerwear,,,,,
Classic and elegant,"Got this style in both black and green. the fabric is soft and the neck design is very elegant! i am 5'3, 120lbs, 34dd bra and take this in size small.",5,Fine gauge,,,,,
,,5,Jeans,,,,,
Cute! but not a coat,"Once i saw this trench coat i thought it was so cute! i'm usually a small in retailer tops but can be a little broad so i decided to go with the medium (based on other reviews). when i received the coat, it was a little tight in the shoulders but still doable. i was surprised how thin it was (just a single sheet of cloth) and how full the skirt bottom was (however, there is a cute light blue seem lining inside). overall this trench coat is not really a warm coat, but more of a fun piece to dress u",4,Outerwear,,,,,
Wanted to love it but...,I really wanted to love this sweater after reading the reviews but when i received it i was sadly disappointed. it is pretty boxy and not much shape. could be cute for casual outfits but i was looking for some dressier sweaters.,3,Fine gauge,,,,,
Huge,This is a beautiful top but the xs was literally 4-6 inches too wide. very disappointing! i am thin and tall but this was a maternity top on me. i don't usually wear xxs. it is much more voluminous than it appears in the picture and it is definitely gray and blue not white.,2,Knits,,,,,
Love love love this skirt!,"I want to wear this skirt every day - it's so much fun to wear and versatile and i just feel great wearing it!
can dress it up or down - it's pretty darn fabulous!
i highly recommend it - you'll be grateful and feel pretty!",5,Skirts,,,,,
Cannot wait for spring!,I saw this trench in an email a couple weeks back and instantly fell in love. i bought it for myself for my birthday and got it just the other day and it is just as beautiful in person as it is online. fits true to size and is so flattering. i love the true navy color and cannot wait to wear this on cool spring nights!!,5,Outerwear,,,,,
Must be tall & lean,"I wanted to love this coat so bad. the material is lovely and it's beautiful on the hanger but being tall and skinny is a must to pull it off. if you have any hips forget it (my hips are 38"")- you end up looking incredibly bottom heavy. the jacket also ran funny across the shoulders....like the underarm was sewn low down the arm so arm movement was restricted, it was weird. but it buttoned nicely without any pulling so it wasn't a size thing. i bought a size medium, at 5'5"" and 140 pounds.",2,Outerwear,,,,,
Navy femininity,"It goes without saying that trenches are timeless. but this one broke the mold with its femininity in the flare and the (finally!) different color. i saw this and put it in my cart, debated, and went back a few days later (as i always end up doing, because i could not live without it) and it was no longer available! i was devastated and could have kicked myself. but i waited a bit longer, went back on the website and thank god - retailer had ordered more from the designer and had replenished stock",5,Outerwear,,,,,
Poofy not good for heavy legs,"The color is as pictured. good quality. it's lined. the zipper in the back makes it look updated. i ordered my usual size. small petite size 6. it fit perfectly. i'm 5 feet and 120 lbs. hourglass figure. i had high hopes. i have hips and short, heavy legs. the skirt only emphasized my flaws. if you've got great legs you will do well with this. i do own other short skirts. but the fact that is less tailored in look makes it better suited for a younger gal. if you're on the fence give it a try. it",2,Skirts,,,,,
True to size,"This dress looks better when wearing, i am 5.8 regular size s or 6. cup 34 d and fits perfect. length and width. in the front is shorter while the back has that pretty extra length. the video that is showing here is pretty much the full length.  but in case you need to adjust you can shorten easily. i wish the slip is the same length as the dress. i want this dress for a wedding anniversary by the beach so i will need to add some extra fabric. i hope it helps.",5,Dresses,,,,,
Shimmering green classic cocktail dress,I love this dress because it is everything i have been looking for. it is flattering because of the details and it gives the illusion of an hourglass figure if you don't have one. i love that it has sleeves because sometimes i just don't feel like finding a shawl or bolero or whatever in case i get suddenly anxious about my arms. the green is dark and shimmering almost like lace over jewel tone emerald. love.,5,Dresses,,,,,
I am a big fan of bailey 44 brand,"I feel like this brand is very good at coming up with dresses that are flattering and i feel like they tend to fit my body well. i like the design of the dress a lot because it makes me feel like i am walking along with beach-it gets me in the mood for summer, and it is the perfect casual everyday dress for the summer. i love that the color scheme is understated which reinforces that this could be warn anywhere-even for everyday use. the strips are perfect for the look of this dress, and i don't",5,Dresses,,,,,
Disappointed--will return,"I ordered this dress online in order to get a petite size and am very disappointed. as other reviewers have mentioned, the fabric overlay is very different in person than it appears in the online pictures. the dress is much more casual and looks cheaply made in person. 
as for sizing, i ordered the 2p based on other reviewers' comments about it running small. the 2p fit me fine, although it was very fitted in the chest and i am very small chested #32b#. i can definitely see that being an issue",3,Dresses,,,,,
Will be your favorite tee,"This tee is super comfortable. it feels and looks like a well worn favorite right off the rack. although it only comes in s-m-l sizes and i wear an xs ( 32a/b, 105 lbs) the small fits well. no gaping armhoes to worry about. the pics don't show that the tee does trapeze out somewhat but it is not to worry about. i purchased the reddish color which is a wonderful faded maroon shade. i will be getting the black one as well.",5,Knits,,,,,
Summer perfection!,I'm so in love with this skirt. i sized up to a 4 (i'm typically a 2 in maeve) and it's pure perfection. i had to steam it after getting home from the store because it wrinkled up pretty quickly. wore it with my copper birks and a chambray top but i can see this being dressed up for work as well. took off a star due to his easily it wrinkled.,4,Skirts,,,,,
,"I love this shirt. it's different than other summer tops. it's pretty much as pictured in terms of color and size, and runs true to size. on a windy day the front will come open, but only to your stomach.",5,Knits,,,,,
Neck,"The dress is pretty, i ordered a 4 and 6 not knowing how it ran, i took both back the neck is too tight!",1,Trend,,,,,
,,5,Dresses,,,,,
,"I just received this dress in petite extra small. for reference, i am 5""7 and 118 pounds. to answer the previous reviewer's question, the regular size of this dress runs long. if you want it to look like the one in the video, then order it in petite. i personally love the style and the material. however, the inside slip is very short with the petite given my height but this can be solved by adding a half slip underneath it.",5,Dresses,,,,,
On the fence,"I'm just not sure about this top... it's very short. i'm short-waisted, and it could stand to be at least an inch longer in front for me. and as another reviewer pointed out, there's no closure in front. i can't imagine wearing it without a tank underneath... one good stiff breeze and everyone would get a peep show. it really seems more like a vest than a shirt. it's cute enough with a tank underneath, but that sort of defeats the purpose of an easy summer top... it's too hot for layers in the s",3,Knits,,,,,
Sweet summer patterns,"Love the pattern play on this skirt! i had to size up to a 6 (i usually take a 2 or 4 in skirts) as it was too snug in the hips/waist. going up a size worked well and the hem hit me at the knee (i'm 5' 6""). thought it looked cute with the cloth & stone chambray tank :)",5,Skirts,,,,,
Looooove!!,"I normally don't write reviews for clothing but this dress warrants an exception.

i am a little over six months pregnant and have a shotgun wedding at city hall in a couple of weeks. with a limited amount of time to plan, i bought a bunch of pregnant wedding dresses online and rented the runway, to arrive just before the actual ceremony. out of curiosity, i walked into retailer today to see if they had any white or ivory dresses that would look cute and city hall wedding-ish. they did! so i too",5,Dresses,,,,,
I liked it but didn't keep,"I love all of these dresses, ordered the ivory in 00p on accident, meant to order 0p. was too small, but 0p would have fit. it is flattering, the pattern of lace is great, but i didn't like the color as much in person. i think i would like the blue better.",4,Dresses,,,,,
Flattering,"This dress is made with stretchy cottony fabric, yet, very forgiving. it fits like a glove but doesn't show bulges. fit is perfect, i had originally purchased the white and grey, but the petite length is better. too bad as i do love me some red. oh well.",5,Dresses,,,,,
Surprised by other comments about size/bust,"5""5', 130, 32dd. i saw this dress online and thought it was beautiful, but considered not buying it because of other comments that the bust was too small for women with more curves. fortunately, the lovely blue dress was in my local retailer store and i decided to try it on in a size 4. i think the dress fits perfectly and i have gotten many compliments, including from random strangers. i have had no problem with a tight zipper or a low back, which is perfectly able to cover my bra in the back. th",5,Dresses,,,,,
Small in bust,I ordered this dress in the blue color. it is lovely in person - but the petite seemed to run smaller than most petite dresses i buy from retailer. i ordered a 2p - and it was tight in the bust on me. i imagine a 4p would be perfect. i am 117 5'3 34b.,4,Dresses,,,,,
Gorgeous dress,"Online this dress caught my eye but the reviews seemed to indicate there was something weird with the length so i did not want to order it online and have to send it back etc...because i am 5'5"" and did not know weather to get the petite or the regular! my local store had it and i bought a regular small and it is not too long. it comes just to the ground in the back like any other maxi. it is super comfortable and gorgeous! i am not sure where i am going in it yet....but it was just too pretty o",5,Dresses,,,,,
This is a gorgeous dress. the blue is beautiful,"The fitted top and flared skirt are really nice on this piece. i am 5'6"" 125lb and i took a 6. a 4 might have been ok, but i felt more comfortable in the 6, and it had a really nice fit.

the quality is good, but there were some areas that were starting to pull and the floral details come a little frayed around the cutout edges, so i'm not sure how it will wear.",5,Dresses,,,,,
,"The length of this dress is bizarre.  i can't decide if it's supposed to lay on the floor or not touch it at all - i'm not sure if i like it either way.  also- at this price point, i would have hoped to have the included under layer to not be so transparent.  if you buy this dress, be prepared to invest in a slip and then have the slip tailored to match the high low hem line so that people cannot see your underwear.  the netting and details in this dress are beautiful but delicate- the one i pur",2,Dresses,,,,,
Vibrant colors,Skirt is made well and beautiful colors. runs a tad small. i am typically a 4/6 and i ordered the 8 (based on other reviews) and it fit well.,4,Skirts,,,,,
Beautiful dress!,"I specifically bought this dress for my bridal shower and loved it! i'm small on top and have hips that don't lie. i purchased the size 2 petite. the waist portion of the dress came up a little higher which was ok since it fell at a small part of my waist. the length was just above my knee, which i prefer. the dress has a nude lining which compliments my tan skin tone. i wore a regular nude bra that didn't show beneath the liner. i received many compliments and would highly recommend it. 

the",5,Dresses,,,,,
Makes me feel feminine,"I feel in love with the dress when i saw it hanging at the store. usually, i feel bailey 44 dresses make my body look really round and short. i've passed up a few because i didn't find them too flattering. i almost even just passed this one up because of my past experiences, but i tried it on and felt like i had the body of another person! it hugged my body very nicely and i felt like it gave me a shape! i also saw all the possibilities it had. the store had it styled with a denim jacket. i can",5,Dresses,,,,,
Great skirt,This skirt is adorable. there is no give to it though. i usually wear a 4/6 and got the 4 and i can't gain a pound or it won't zip. it is perfect for spring and summer. i'm 5'8 135.,5,Skirts,,,,,
Flattering but not for work,"This dress was as pretty in real life as the picture. flattering also. unfortunately it is definitely not appropriate for office work. even though it appears so in the picture, the back is very low cut and there is no way not for bra to show (unless you don't need one) also it was much tighter on top than the model picture, even though the rest fit perfectly.",3,Dresses,,,,,
What's with the length?,"So i haven't actually tried this and i'm sorry for the misleading star rating. i just wanted to get someone's attention on the length. the photos show the dress draping with almost a train even with the model in platform heels but in the video, the dress is about 2 inches off the floor. is it the model in the video that is extra tall? someone help me out. this looks gorgeous but since it's an online exclusive, i won't be able to try it on at the store.",3,Dresses,,,,,
,,5,Blouses,,,,,
Fun summer skirt,This skirt caught my eyes right away in the clearance section. i would have tried size 2 but it wasn't available. however size 4 fitted just fine. the print has bright summery feel to it. the lines on skirt are more carrot orange than it is to red. fabric is soft.,5,Skirts,,,,,
,"I love this designer so i grabbed at this shirt immediately. unlike their other items, this shirt is linen. it's a great cut and very flattering once you iron it. the only problem i found was that as i wore it throughout the day, she shirt became wrinkled and misshapen to the point where it ballooned out around my stomach.",4,Blouses,,,,,
Elegant & unique fabric,"I find it very difficult to find office friendly yet unique designs and feel this one fits the bill and also has the ability to be dressed up for the evening. i am ""curvy on bottom"" so i sized up from my normal retailer 4 to a 6 and surprisingly the dress fit my hips just fine. i'm 5'8"" 140 about 36-27-36 if it helps as i know it's hard to determine sometimes if this style will fit a more curvy figure...my advice is to go up a size if you are. the fabric i found true to the photo and the emerald i",5,Dresses,,,,,
"Beautiful dress, cheap components","This dress is stunning, no doubt - a shimmering forest green under a black teardrop motif, thick material, nicely cut, with pocket panels that are forgiving to a belly. however, the fact that this dress has zero stretch (which is fine, if that's what you're looking for), coupled with what is quite possibly the cheapest zipper ever manufactured, make this dress exhausting to put on. i'm normally a 14/16 at retailer, and i ordered the 16 just to be safe, and the waist is exactly the size of my waist",3,Dresses,1,1,0,0,0
,,5,Dresses,,,,,
Beautiful skirt,"I read the other reviews on this skirt and tried the 4 and the 6 (i'm between the two sizes, typically) in case it ran small. technically it does. the 4 is tighter, but it looks better sitting higher on my waist. the 6 is looser, but doesn't look as good. likely sticking with the 4. the colors are gorgeous and the fabric is light and high quality. it can be dressed up or down.",5,Skirts,,,,,
Delicate and beautiful,"I've been looking for a dress to wear to wedding this summer, and this is it. the blue color is lovely and the lace overlay is feminine and pretty. i'm small busted (34aa) with an athletic lower body (think, 120-lb marathoner), and the flare of this dress is perfect. i ordered this in a 0 and a 0 petite. the petite size looked little-girl short; the regular size hit just at my knee and was much more sophisticated. the waistband also fell at a more flattering place in the regular dress. i'm on th",5,Dresses,,,,,
Fun skirt with a little twist,"I bought this skirt for an end of summer ""caribbean"" party. the floral detail is even more fun in person. it looks great with a red top or black tank.",5,Skirts,,,,,
Runs small,"I ordered this dress to possibly wear to my wedding rehearsal dinner. i an adding this review to give some guidance on sizing. i am size 34a and own two other dresses by this designer in size 2. for this dress, however, i had to size up to a 4 in order to close the side zip. i'm 5'7"" and the dress hit me just above the knee. (in my opinion, it would have been more elegant if it was a little longer.) the color combo with the taupe and off white is unique, but wasn't particularly flattering on my",4,Dresses,,,,,
"Pretty, delicate top","Cute top. definitely sheer so need an undershirt. really love details on it, especially back and fringe at bottom. 5'4, 135 lbs, ordered s.",4,Blouses,,,,,
Beautiful lace dress - size up,I love this dress's gentle blue lace. the silhouette is just as seen in the pictures. i found the dress tight in the chest and had to size up one size (6 to 8).,5,Dresses,,,,,
Awesome fit and texture,The dress looks even better in person. the fabric is very delicate though but worth the extra care it needs. the fit was perfect and the color is just as in the picture.,5,Dresses,,,,,
Very elegant!,"I wore this top right out of the package i loved it so much. i am 5'8"" small busted and size 4 was great. the sleeves hit me perfectly. the pleated detail in the back is flattering as well. my daughter now wants her own top. it would be nice to have a second color option.",5,Blouses,,,,,
Nice to look at,Top opens in the middle right in front. should have some sort of closure inside to prevent this top from flying open will return,1,Knits,,,,,
"Great concept, poor execution","The dress at first glance is pretty, feminine, and a timeless shape. sadly the quality just isn't there.  i ordered online and was excited trying it on (dress fit true to size for me, all be it a little snug in the chest).  the zipper is super cheap, hard to get up or down on or off the hanger.  the appliquÃ£Â©s are sewn onto a super flimsy netting, already coming detached without even having worn it.  i could see this dress catching on ""everything"" and tearing easily.  given the quality i'm return",3,Dresses,0,1,0,0,1
Beautiful,Flattering fitted form. flowing fabric. well made. colors are true to pictures.,4,Trend,,,,,
Love it!,Very pretty dress! wearing it for a family beach portrait. it may run a little big but not terribly. it is also not super long as pictured. i'm 5'6 and it's perfect with a flat.,5,Dresses,,,,,
Stunning,"This one is a beauty! my store is not carrying the white - they had a lovely blue (periwinkle-ish) that immediately caught my eye. the ivory model shot makes the details of the lace and top layer really pop - more so than the blue variety but both are stunning. the details and layers on this dress are lovely and intricate without feeling overly delicate. quality most definitely in line with the price. 

fit: 130lbs/34c/5'6"" high waist. i'm a 4 or 6 at retailer depending on the brand. in most mou",5,Dresses,,,,,
,"I love this top. i'm not one to iron, so i wash (and hang dry) and wear it. great with skinny jeans.",5,Blouses,,,,,
Great idea poorly executed,"I wanted to love this dress, but it has too many flaws. first, the ""waistband"" falls right under the bust and the skirt flares out from there. not a flattering silhouette.. second, the fabric is a sickly yellow-beige netting that looks like burlap. third, i can't imagine what kind of bra you can wear under it. on the plus side, the fabric isn't scratchy.",2,Dresses,,,,,
Great cover up,"This cover up is precious. i ordered both sizes because i was unsure of how either would fit since there was only a s/m and m/l. there is not a whole lot of variation between the two. i wear a size 10 pants and the s/m fit, but i may still keep the m/l instead for fear that it may shrink when washed. the garment is hand wash only which i will do because of the delicacy of the tassels. that's a little high maintenance for a cover up but i am willing to do it because it really is a cute cover up.",4,Swim,,,,,
Tracy reese $$$ - if want to splurge,"I'm 5'6"", 34b/32c, apprx 125#, & lift weights so i have bigger/muscular lats, back, arms. my lower half i wear sz 25 mother, ag, or 7 mankind jeans, but upper is more med (4-6 sz). hips apprx 35"", waist 28"". my tops: i don't like things tight. i ordered medium, top fits perfect, but waist/hips i have take in as more like a rigid/stiff, gunny sax cottony type fabric, not super light chiffon as photos appear. the under lining super short in front and top of calf in back, but lining follows the she",3,Dresses,,,,,
"So soft, thin knit","In the photo, this looks like a heavy knit top, but it's not. the fabric is very light, thin, and soft. it's like a knit nightgown material. i said this runs big b ecause i'm normally a size xl and i can wear this. it actually fits me a little less flowy than on the model and i think looks better. so, to me, you can size down if you want this not to have so much flowing fabric.

the front criss-crosses over and it will stay together at the top area with movement. the two fabric pieces sort of",5,Knits,,,,,
,"This dress is so short! i double checked to make sure i didn't get a petite by mistake.  i'm 5'10 and ordered an extra small because of the deep v neck. it fit well on top, but  you could see my underwear in the front. seriously, i dont even think miley cirus would wear it that short. the lace was really beautiful so i was disappointed that it didn't work out.",1,Dresses,,,,,
,"Really cute dress. i bought the white. i am usually a size 2 in retailer dresses but i could not even zip this! side zip was also slightly awkward. had to return, waiting for the 4.",5,Dresses,,,,,
Simply timeless and feminine,"I bough this dress in blue and i cannot tell you the compliments and the looks i get on the street! no kidding! this is a beautiful dress which has a very feminine/romantic quality to it. i bought size 4 and it sits perfectly on my waist i completely fell in love with that dress and especially with the lace work and the design. this is a classic piece, that is always going to be timeless in my opinion. no regret at all to have bought it!",5,Dresses,,,,,
High hopes are dashed!,I wanted to love this top -- looks so comfy and cute. but hangs like a bag. going back!,1,Knits,,,,,
Nice summer dress,"I knew the ivory color was online only so i tried the blue one for size and i couldn't believe how nice the blue one is. i ended up buying it. i purchased a size bigger because mine wasn't available but because of lace and side zip, it still doesn't look huge. if i find my size in another store i can always exchange, but i couldn't leave the dress behind.",5,Dresses,,,,,
